date,day_of_week,hour,service_location,number_of_counters,queue_length,average_service_time,students_arriving,exam_period,holiday,waiting_time
2026-03-14,Saturday,15,Fee Counter,5,73,3.183293560029963,76,0,0,45.524466497277096
2026-03-10,Tuesday,14,Admin Office,5,38,5.427808769760795,14,0,0,43.40710886715031
2026-06-18,Thursday,15,Library Counter,1,6,6.799285096143819,12,0,1,40.15266574763246
2026-05-15,Friday,10,Cafeteria,4,63,6.273995455798784,41,1,0,101.96681068569197
2026-05-08,Friday,16,Cafeteria,4,30,6.062046405252406,27,0,0,44.70802372572522
2026-01-04,Sunday,13,Library Counter,3,65,1.0426212376788735,49,0,0,20.397656416195762
2026-04-12,Sunday,9,Cafeteria,2,60,1.5103128475753245,64,0,0,45.53237168832083
2026-04-21,Tuesday,9,Library Counter,3,38,4.842863146091492,43,0,0,60.09712487921658
2026-01-13,Tuesday,12,Library Counter,5,50,6.038540173482803,35,0,0,64.3208694816431
2026-03-15,Sunday,17,Fee Counter,4,60,2.6425740924309453,54,0,0,39.06416386215255
2026-03-20,Friday,13,Fee Counter,5,52,2.1103690116846456,16,1,0,26.0037750792934
2026-04-08,Wednesday,16,Fee Counter,1,26,2.933186904746296,30,0,0,78.91867142304943
2026-03-28,Saturday,15,Admin Office,1,65,7.516211604425659,68,0,1,492.167471567116
2026-04-17,Friday,10,Cafeteria,3,31,4.036721937035707,19,1,0,45.992338500204106
2026-04-22,Wednesday,15,Fee Counter,3,28,7.511196758068972,33,0,0,73.85849269455696
2026-05-18,Monday,14,Student Service Center,5,69,1.9072045583680937,28,1,0,28.72828875679498
2026-01-25,Sunday,16,Student Service Center,4,41,3.5203532613068482,46,0,0,40.738019452269484
2026-01-28,Wednesday,16,Library Counter,2,78,2.3021610000396593,75,0,0,91.20083391877372
2026-04-10,Friday,9,Cafeteria,1,71,3.0671103430028293,49,1,0,215.85764158241025
2026-01-07,Wednesday,11,Admin Office,3,31,5.992448182978324,25,0,0,60.515686756595095
2026-04-10,Friday,12,Fee Counter,3,82,4.806640095063662,58,0,0,129.18043050082952
2026-03-15,Sunday,12,Admin Office,1,46,3.830028230784084,29,0,0,177.42880004336462
2026-04-26,Sunday,15,Student Service Center,3,82,4.18443222655311,69,1,0,113.51250189746709
2026-04-14,Tuesday,17,Fee Counter,3,59,3.5741355556357695,51,0,0,68.74524611984583
2026-05-15,Friday,12,Cafeteria,1,89,4.994547367166544,61,0,0,446.0594557765254
2026-04-27,Monday,11,Student Service Center,4,96,6.4823888930903815,79,1,0,158.820342422737
2026-02-14,Saturday,13,Library Counter,4,64,5.223042640004601,33,1,0,84.35588929203291
2026-05-04,Monday,14,Fee Counter,2,21,7.939295310949544,9,0,1,84.71845942737231
2026-05-23,Saturday,13,Cafeteria,1,85,6.930361073235072,61,0,0,588.6018675380416
2026-03-24,Tuesday,12,Fee Counter,4,69,3.361380987119164,51,0,0,60.783671387198
2026-02-26,Thursday,16,Admin Office,2,59,4.133713977872928,56,0,0,120.01876115446957
2026-06-27,Saturday,13,Library Counter,2,53,1.5336745258149513,25,0,0,39.840005454479346
2026-03-27,Friday,9,Admin Office,5,17,4.369333635749654,10,0,0,19.037131742972477
2026-04-18,Saturday,8,Cafeteria,3,38,7.7243888285923985,32,0,0,96.41766413113115
2026-04-09,Thursday,15,Library Counter,2,19,2.2326682993141627,22,0,0,19.92200515299044
2026-06-03,Wednesday,13,Fee Counter,4,36,3.7664414841697913,21,0,1,38.521147725510744
2026-06-11,Thursday,14,Student Service Center,2,94,5.666203353326335,69,0,0,264.61315555680625
2026-03-29,Sunday,9,Student Service Center,4,36,6.633271853927864,32,0,0,57.06790055887043
2026-06-19,Friday,15,Admin Office,3,77,5.637038081907477,71,0,0,142.63199842441043
2026-01-09,Friday,13,Library Counter,2,105,5.448105519616658,75,1,0,283.751313397754
2026-04-04,Saturday,10,Library Counter,1,17,7.947096025623453,21,0,0,135.19121782021043
2026-04-01,Wednesday,9,Fee Counter,1,22,1.192634295982907,24,0,0,29.956483808788203
2026-02-10,Tuesday,16,Student Service Center,2,67,4.019664541418523,45,1,0,137.41204131307705
2026-02-25,Wednesday,10,Student Service Center,3,65,7.258660117732755,64,0,0,161.84262132274625
2026-02-09,Monday,12,Student Service Center,4,50,3.0698627182912297,12,1,0,40.123703825117296
2026-02-15,Sunday,16,Library Counter,4,2,1.6653713187288495,5,0,0,4.446659803574401
2026-06-13,Saturday,9,Student Service Center,2,69,1.3178229702808477,53,1,0,44.785126023880494
2026-04-19,Sunday,12,Student Service Center,1,78,1.382440940006806,58,0,0,112.61501862430954
2026-05-15,Friday,14,Student Service Center,5,69,7.767918498594997,51,0,0,105.99162314689133
2026-06-13,Saturday,16,Student Service Center,5,65,5.98834933168959,66,0,0,81.38277704400976
2026-05-06,Wednesday,13,Fee Counter,5,45,3.901288008775403,20,0,0,38.14222968353238
2026-02-01,Sunday,9,Cafeteria,1,34,7.644460388093585,21,1,0,261.96892918867354
2026-05-03,Sunday,12,Student Service Center,1,55,7.530474037987704,40,0,0,417.7961226483095
2026-04-14,Tuesday,14,Library Counter,1,76,1.216005330156507,61,0,0,89.83156748804181
2026-03-14,Saturday,13,Fee Counter,4,79,5.697386987019401,53,0,0,113.00598676527505
2026-03-06,Friday,8,Library Counter,2,68,1.1124330548670431,72,0,0,41.08009397020944
2026-06-12,Friday,15,Admin Office,1,25,5.934097070303672,8,1,0,151.88945189371645
2026-05-01,Friday,8,Cafeteria,3,12,2.25478928335453,10,0,0,12.419184987527572
2026-05-27,Wednesday,17,Cafeteria,4,8,6.714875494755215,6,0,0,14.441874681348299
2026-03-13,Friday,14,Library Counter,2,107,2.3084010842592315,76,1,1,120.65782327464692
2026-02-22,Sunday,12,Library Counter,4,87,3.831691699017088,61,0,0,80.88612005610133
2026-02-28,Saturday,8,Admin Office,1,78,3.6174473290896954,70,0,0,286.71648033055067
2026-05-21,Thursday,11,Library Counter,5,71,7.403117804695525,67,0,0,102.21611810467147
2026-03-03,Tuesday,17,Cafeteria,2,84,6.165194893842243,66,1,0,261.57462096559374
2026-06-18,Thursday,8,Library Counter,1,10,4.381277882912229,14,0,0,42.96104887766315
2026-05-04,Monday,15,Admin Office,2,42,7.659962545918962,33,0,0,160.23753978675686
2026-05-28,Thursday,10,Fee Counter,3,38,7.755107586181303,38,0,0,97.23850712382531
2026-01-10,Saturday,16,Cafeteria,1,13,2.218571727180005,6,0,0,26.777960784733416
2026-01-10,Saturday,12,Library Counter,3,59,5.907977160922315,26,1,0,118.63111258171465
2026-01-28,Wednesday,8,Cafeteria,5,37,7.7030671055867215,40,0,0,57.194979122481215
2026-02-15,Sunday,17,Cafeteria,2,37,6.238690447733619,39,0,0,119.73216259386042
2026-06-05,Friday,11,Student Service Center,3,26,5.4638177282715485,21,0,0,46.28926361820044
2026-06-17,Wednesday,14,Cafeteria,5,95,3.4917972274187603,51,1,0,63.47065289082015
2026-02-12,Thursday,9,Library Counter,5,42,5.163622502744527,37,0,0,43.352032157655785
2026-05-18,Monday,9,Library Counter,4,62,5.317485254967788,50,1,0,85.36407340134423
2026-04-30,Thursday,15,Library Counter,2,38,7.056353431784677,43,0,0,138.39277268325145
2026-02-06,Friday,16,Admin Office,3,64,3.9932093359233614,64,0,0,85.72882995154968
2026-04-17,Friday,12,Fee Counter,2,54,1.1533933014250626,15,1,0,30.549987761151193
2026-05-15,Friday,13,Fee Counter,4,58,3.861440828603924,42,0,0,60.383106978162765
2026-03-26,Thursday,12,Cafeteria,2,113,6.785416631370337,71,1,0,383.9456494402444
2026-03-10,Tuesday,8,Fee Counter,4,30,3.4982018261977714,27,0,0,26.066826966374773
2026-02-21,Saturday,15,Cafeteria,5,0,5.425516184277643,9,0,1,1.0
2026-02-27,Friday,14,Cafeteria,1,60,2.3570414755582485,39,0,0,145.29302270284015
2026-06-19,Friday,14,Cafeteria,4,105,5.273827285107972,61,1,0,136.7208894830422
2026-06-14,Sunday,14,Student Service Center,4,42,1.013944946533492,21,0,0,13.396338881429909
2026-05-14,Thursday,9,Cafeteria,1,23,1.7374183913693324,14,0,0,38.73951343948001
2026-01-28,Wednesday,14,Library Counter,4,32,6.277055516858475,13,0,1,54.18819150588007
2026-03-15,Sunday,15,Admin Office,1,17,5.027865711003038,17,0,0,82.65084889083269
2026-02-17,Tuesday,8,Student Service Center,5,25,2.4437647968530682,30,0,0,12.35369896976955
2026-02-18,Wednesday,10,Admin Office,1,76,7.001162316525886,66,1,0,534.4743075708036
2026-05-11,Monday,12,Library Counter,2,55,4.74959619543305,32,0,0,134.30283700006686
2026-03-27,Friday,16,Library Counter,4,30,6.744191303736106,33,0,0,50.81798402925294
2026-01-15,Thursday,10,Library Counter,5,19,2.9661737563037063,22,0,0,9.935111148269204
2026-05-16,Saturday,13,Fee Counter,1,76,1.5187379580240696,61,0,0,115.4278362375613
2026-02-14,Saturday,13,Fee Counter,5,27,6.1046432003955005,7,0,0,34.83234476917584
2026-03-03,Tuesday,11,Library Counter,4,39,6.81957394355379,34,0,0,70.22944998764893
2026-05-17,Sunday,9,Student Service Center,1,61,4.647512333558715,62,0,0,283.29987627580743
2026-02-27,Friday,11,Cafeteria,3,38,2.1891670423551473,33,0,0,26.289250802367512
2026-05-14,Thursday,17,Cafeteria,3,70,3.1483315923619903,66,0,0,73.78084021164706
2026-01-11,Sunday,13,Library Counter,1,40,6.220273653532883,14,0,0,250.2743657025209
2026-01-02,Friday,9,Fee Counter,3,81,4.732759794953717,66,1,0,129.87860820010496
2026-03-02,Monday,8,Student Service Center,4,29,6.76637177059386,31,0,0,46.56131768022462
2026-05-12,Tuesday,14,Fee Counter,2,54,1.2180436495537375,32,0,0,31.963790132151303
2026-03-11,Wednesday,12,Library Counter,5,72,4.002894522886233,52,0,0,56.25020234596133
2026-06-06,Saturday,14,Student Service Center,2,100,1.470791397771575,58,1,0,71.29891338315211
2026-01-20,Tuesday,17,Library Counter,5,27,3.2267311283243045,20,0,0,22.113623418632567
2026-05-29,Friday,10,Library Counter,4,51,6.350473705054991,42,0,0,82.95848441836321
2026-04-10,Friday,14,Library Counter,2,31,5.066652659217255,14,0,0,83.45854947439358
2026-05-07,Thursday,10,Library Counter,2,21,7.078875515589674,24,0,0,74.36121418069676
2026-01-28,Wednesday,12,Library Counter,5,33,6.630898417742314,8,1,1,46.48473084736887
2026-06-02,Tuesday,9,Library Counter,2,37,1.3807352396561783,48,0,1,27.69765572284579
2026-03-30,Monday,16,Admin Office,3,78,2.429165914177701,69,0,0,60.49705199879929
2026-06-24,Wednesday,8,Student Service Center,2,68,4.175052999459838,63,0,0,142.59078152405746
2026-01-20,Tuesday,13,Library Counter,4,89,6.836543656431791,70,0,0,154.25371723819643
2026-01-26,Monday,15,Fee Counter,3,48,1.5919576466806649,44,0,0,27.326097991211746
2026-04-26,Sunday,14,Library Counter,5,65,6.600514024538076,31,1,0,89.88334866236448
2026-03-14,Saturday,10,Library Counter,4,63,7.585413097826507,61,0,0,122.67754855322593
2026-04-20,Monday,11,Fee Counter,5,87,7.565756620037259,68,1,0,129.3249930776066
2026-01-11,Sunday,9,Admin Office,4,54,7.596684178015938,54,0,0,100.15380604477494
2026-01-15,Thursday,12,Fee Counter,3,113,1.060943029437805,76,1,0,38.20675893711174
2026-05-19,Tuesday,15,Student Service Center,4,62,3.117353204175486,40,1,0,53.1219608818914
2026-01-26,Monday,13,Fee Counter,2,42,6.805199638880316,26,0,0,145.56259668590823
2026-02-15,Sunday,12,Admin Office,3,36,4.217088400495362,21,0,0,50.056768550286904
2026-02-26,Thursday,14,Admin Office,5,40,5.020013025631477,17,0,0,42.497802902605265
2026-06-17,Wednesday,8,Admin Office,5,43,2.366165620530553,24,1,0,21.264164635815465
2026-03-17,Tuesday,13,Library Counter,4,43,5.88971437646396,22,0,0,63.643592488112425
2026-03-03,Tuesday,15,Student Service Center,5,83,7.087242577323442,64,1,0,117.87043344943233
2026-02-08,Sunday,15,Cafeteria,5,44,2.296892487683266,42,0,0,19.44179839653303
2026-06-05,Friday,10,Student Service Center,2,59,4.911361612370784,42,1,0,144.85452369309436
2026-01-06,Tuesday,10,Admin Office,3,87,5.012562361147141,63,1,0,145.06550288926096
2026-02-21,Saturday,16,Cafeteria,5,39,1.0045737353290969,26,1,0,11.801027408571098
2026-04-24,Friday,8,Fee Counter,4,14,2.396537204507259,5,0,0,7.739473023910588
2026-03-13,Friday,9,Library Counter,5,82,6.500688518278612,63,1,0,108.3308747621837
2026-06-05,Friday,16,Student Service Center,2,35,7.546204607085453,34,0,0,132.06502075076412
2026-04-04,Saturday,9,Student Service Center,3,54,4.574065302216919,59,0,0,84.25420856423413
2026-06-29,Monday,17,Fee Counter,5,40,4.067250292738412,37,0,0,36.251445501749686
2026-01-01,Thursday,10,Library Counter,2,11,6.413667334475748,16,0,0,39.594897260240366
2026-05-16,Saturday,15,Library Counter,4,63,6.25538754447739,66,0,0,96.5262441999121
2026-01-17,Saturday,8,Admin Office,5,75,3.561200666898163,60,1,0,52.9624065838798
2026-02-23,Monday,15,Cafeteria,1,52,7.730446272018785,53,0,0,404.3261493985833
2026-03-24,Tuesday,14,Fee Counter,3,48,5.337311488614456,32,0,0,87.19400436551066
2026-03-09,Monday,13,Admin Office,1,70,6.012349812695011,56,0,1,423.51445618909287
2026-03-24,Tuesday,17,Fee Counter,3,27,1.6229280039944265,32,0,0,19.53992062292945
2026-04-07,Tuesday,15,Admin Office,4,22,5.166489838888124,20,0,0,26.61947228193266
2026-05-22,Friday,16,Admin Office,3,81,5.532615253903542,77,0,0,148.56493681001808
2026-03-08,Sunday,15,Student Service Center,3,16,2.487130940368311,19,0,0,15.57288709993861
2026-01-26,Monday,9,Admin Office,4,53,1.7494002498793024,52,0,0,23.700017682975947
2026-03-07,Saturday,10,Admin Office,5,73,4.720184399325138,66,0,0,68.21825497155496
2026-05-23,Saturday,17,Admin Office,4,9,7.316891233002724,9,0,0,16.214666766717613
2026-02-16,Monday,14,Fee Counter,3,59,3.875999642883475,27,1,0,77.71263144871672
2026-06-29,Monday,8,Library Counter,5,58,3.53078979127827,57,0,0,38.694505246607385
2026-04-12,Sunday,12,Cafeteria,3,81,5.611023471089155,64,0,0,152.7559687270188
2026-03-17,Tuesday,14,Admin Office,5,92,6.731181606388356,65,0,0,128.72227920965506
2026-04-13,Monday,17,Student Service Center,2,6,2.5278191088561064,5,0,0,12.498911452805372
2026-05-09,Saturday,8,Cafeteria,2,26,7.271189268348617,26,0,0,97.87689557541174
2026-06-24,Wednesday,8,Cafeteria,2,49,4.95981720498704,49,0,0,119.97690059609982
2026-03-13,Friday,13,Student Service Center,3,65,1.830506360191062,39,0,0,44.13096652148477
2026-02-18,Wednesday,14,Cafeteria,2,44,2.128531683825858,24,0,0,49.078973872174124
2026-05-26,Tuesday,11,Cafeteria,1,49,4.586102428209564,48,0,0,227.9075957961144
2026-06-12,Friday,8,Library Counter,3,58,6.702697032969924,52,0,0,131.48012413157764
2026-05-25,Monday,14,Library Counter,2,37,5.730760475728515,17,0,0,108.28434739535813
2026-04-22,Wednesday,11,Library Counter,4,54,5.970803364360956,32,1,0,78.37167785682809
2026-05-16,Saturday,15,Library Counter,1,77,4.252292181662796,75,0,0,327.46343210364864
2026-05-05,Tuesday,16,Library Counter,2,49,4.107326826239381,43,0,0,104.7782639344659
2026-05-31,Sunday,12,Admin Office,5,47,2.758184872838809,27,0,0,29.680636406973953
2026-06-17,Wednesday,17,Cafeteria,5,79,6.799416937266687,67,1,0,110.13355557570128
2026-04-06,Monday,11,Fee Counter,1,71,7.6272937128456855,74,0,0,541.739551818841
2026-04-22,Wednesday,14,Library Counter,5,105,5.61654187155929,64,1,0,120.45174375933811
2026-04-23,Thursday,16,Cafeteria,2,49,4.825209792096871,51,0,0,118.55518725488994
2026-06-05,Friday,9,Student Service Center,1,70,1.7017189460601365,62,0,0,116.25306606927033
2026-03-19,Thursday,10,Fee Counter,2,25,7.82283417233986,25,0,0,95.86910344860578
2026-05-06,Wednesday,9,Fee Counter,1,74,1.0678081791867742,79,0,0,82.88144598714175
2026-03-31,Tuesday,13,Cafeteria,4,72,3.548789425073496,46,0,0,65.40792977734387
2026-05-10,Sunday,17,Library Counter,3,20,3.623053793551635,11,0,0,25.552640459220544
2026-05-04,Monday,8,Student Service Center,1,77,1.6675264489110249,73,0,0,129.00000568155872
2026-04-03,Friday,12,Admin Office,5,65,4.390738299205944,33,1,0,59.63004234541658
2026-06-29,Monday,10,Student Service Center,2,57,4.831903882658081,59,0,0,140.58050367177026
2026-03-04,Wednesday,11,Admin Office,2,46,5.880145844965863,49,0,0,133.79083717786673
2026-03-03,Tuesday,13,Student Service Center,4,78,2.6099562777426835,40,1,0,51.184579192512174
2026-03-11,Wednesday,11,Cafeteria,4,7,5.594701015693371,9,0,0,11.0719454469062
2026-01-22,Thursday,17,Fee Counter,5,32,4.532333172253869,13,1,0,26.945173484828324
2026-06-08,Monday,10,Cafeteria,5,68,4.040530486988525,57,1,0,55.52274999741633
2026-03-01,Sunday,15,Cafeteria,5,16,1.696825589661426,15,0,0,7.255379211833903
2026-04-21,Tuesday,9,Fee Counter,1,83,2.472229894000556,69,1,1,208.31798811291046
2026-05-10,Sunday,17,Fee Counter,4,59,7.746762126149315,54,0,0,112.34538253050849
2026-01-27,Tuesday,8,Admin Office,1,32,2.931458860663828,34,0,0,96.95533418854811
2026-05-05,Tuesday,17,Fee Counter,2,55,1.4196031060291578,46,0,0,37.08687535975523
2026-01-22,Thursday,16,Fee Counter,2,42,5.158993039295202,38,0,0,108.62985039649996
2026-03-14,Saturday,17,Cafeteria,2,25,5.419627282337757,24,0,0,68.15652788363494
2026-05-04,Monday,11,Library Counter,2,32,7.232690245986863,33,0,1,117.33809354627947
2026-05-05,Tuesday,14,Student Service Center,2,34,7.420876466043765,18,0,0,126.40762422161978
2026-02-05,Thursday,11,Student Service Center,4,47,5.301400442581419,49,0,0,63.94101859009932
2026-05-31,Sunday,12,Fee Counter,5,100,3.264712887398441,74,0,0,67.61470566002187
2026-05-22,Friday,14,Fee Counter,1,41,7.2598558277948975,9,1,1,299.81331218192963
2026-05-03,Sunday,8,Student Service Center,3,66,4.782095847330497,58,0,0,109.0153145246788
2026-02-04,Wednesday,12,Cafeteria,5,42,5.249946966185038,26,0,0,44.209365298966695
2026-03-30,Monday,15,Cafeteria,4,52,7.837560609793103,43,0,0,102.12608843794762
2026-02-23,Monday,17,Library Counter,4,61,3.140207702131038,62,0,0,48.109797225454805
2026-06-06,Saturday,11,Student Service Center,3,78,1.836933984264395,73,0,0,49.34142641579895
2026-01-20,Tuesday,16,Fee Counter,3,54,2.3064795785837777,49,0,0,38.72214957346327
2026-03-27,Friday,11,Student Service Center,5,95,4.664945056708991,76,1,0,87.89205584077429
2026-05-31,Sunday,16,Fee Counter,3,72,1.336646172884248,59,1,1,31.444828463394906
2026-01-11,Sunday,13,Admin Office,3,72,7.285547054106158,46,0,0,178.33252466097096
2026-02-21,Saturday,13,Library Counter,5,56,7.5910379691375365,16,1,0,86.25733698320735
2026-02-22,Sunday,15,Cafeteria,5,59,5.729640315449512,61,0,0,67.77725353187184
2026-02-18,Wednesday,14,Admin Office,3,70,3.2258778593823445,49,0,0,76.90833271466157
2026-02-26,Thursday,17,Cafeteria,5,47,4.495120622100277,39,0,0,40.10483222652842
2026-06-07,Sunday,11,Student Service Center,5,55,3.710920879973889,55,0,0,43.09765186315657
2026-03-05,Thursday,13,Fee Counter,2,31,1.9474880448129883,11,0,0,28.76717845933036
2026-03-15,Sunday,17,Cafeteria,5,32,2.1377659122809547,37,0,0,16.086672315384057
2026-01-04,Sunday,8,Fee Counter,3,83,3.545517512436147,75,0,0,95.88140501933556
2026-01-08,Thursday,15,Library Counter,4,39,2.038522361026618,31,0,0,18.252281279630537
2026-06-06,Saturday,10,Library Counter,3,51,6.285935322116371,43,0,0,108.5538918222476
2026-05-12,Tuesday,13,Library Counter,2,46,2.9394847479937973,22,0,0,72.13519056033097
2026-01-01,Thursday,17,Admin Office,2,78,3.8379597759740847,76,0,0,150.8106976565707
2026-04-05,Sunday,12,Cafeteria,2,52,7.877648905792271,31,0,0,202.5079286631085
2026-01-29,Thursday,8,Library Counter,5,48,1.8896736815290747,48,0,0,16.65513651000719
2026-06-15,Monday,12,Admin Office,1,48,2.395881184309745,15,1,0,114.11807138020528
2026-04-08,Wednesday,15,Admin Office,4,75,3.8989874775096633,61,1,0,77.76958208271529
2026-05-22,Friday,14,Fee Counter,4,89,6.737266871460599,62,0,0,153.50301802989514
2026-02-11,Wednesday,12,Library Counter,2,102,1.0863873224226182,75,0,0,53.54944046435955
2026-01-10,Saturday,10,Fee Counter,5,28,2.359140083322576,12,1,0,14.006663615572306
2026-06-28,Sunday,12,Library Counter,5,94,4.905115729620512,71,0,0,96.89450388010442
2026-03-12,Thursday,14,Admin Office,1,78,3.3127403156593154,48,1,0,260.1074615362094
2026-04-23,Thursday,16,Admin Office,4,58,3.506978015704011,45,1,0,55.76722389478274
2026-06-20,Saturday,16,Admin Office,5,69,2.189108160831334,63,0,0,27.653019727010367
2026-02-25,Wednesday,16,Fee Counter,4,75,5.195518075295159,71,0,0,100.24521418567706
2026-06-25,Thursday,14,Student Service Center,5,94,4.828502131898338,70,0,0,91.57655906262289
2026-03-04,Wednesday,9,Cafeteria,3,53,7.731310649323159,30,1,0,139.42843481290544
2026-02-20,Friday,14,Library Counter,2,104,3.6048415066918906,64,1,0,188.62683297324185
